Car_ID,Brand,Model,Year,Fuel_Type,Color,Mileage_kmpl
C27861,Tata,Creta,2005,Petrol,Yellow,23.98
C27862,Ford,Nexon,2024,Electric,Silver,21.21
C27863,Hyundai,Polo,2018,Electric,Red,18.24
C27864,Toyota,Nexon,2010,CNG,Silver,23.83
C27865,Maruti,Creta,2013,CNG,White,21.42
C27866,Mahindra,Nexon,2008,Hybrid,Green,16.26
C27867,Hyundai,Innova,2021,Diesel,Grey,15.84
C27868,Renault,Polo,2022,Diesel,Grey,22.38
C27869,Ford,Ecosport,2012,Petrol,Blue,17.19
C27870,Tata,City,2014,Diesel,Silver,21.93
C27871,Renault,XUV500,2006,Electric,Grey,15.42
C27872,Ford,Ecosport,2007,Electric,Black,23.02
C27873,Volkswagen,City,2009,Petrol,Yellow,23.49
C27874,Mahindra,Swift,2024,Electric,Grey,16.53
C27875,Volkswagen,Nexon,2011,Hybrid,Red,17.35
C27876,Volkswagen,Seltos,2023,Electric,White,22.49
C27877,Maruti,Seltos,2023,CNG,Grey,17.9
C27878,Toyota,Polo,2016,CNG,Blue,15.62
C27879,Hyundai,Ecosport,2023,Hybrid,Black,24.73
C27880,Hyundai,Polo,2009,CNG,Grey,14.75
C27881,Mahindra,Swift,2021,Electric,Blue,24.46
C27882,Honda,Duster,2011,Electric,Blue,16.74
C27883,Kia,Duster,2022,Hybrid,Green,12.52
C27884,Toyota,Seltos,2013,Hybrid,White,20.54
C27885,Hyundai,Swift,2013,Petrol,Blue,17.66
C27886,Toyota,Polo,2010,Hybrid,Yellow,17.46
C27887,Volkswagen,Polo,2019,Hybrid,Blue,12.1
C27888,Hyundai,Swift,2018,Electric,Green,17.57
C27889,Ford,Nexon,2007,Hybrid,Black,13.62
C27890,Maruti,Creta,2009,Hybrid,Silver,22.69
C27891,Honda,Ecosport,2016,Electric,Blue,12.89
C27892,Mahindra,Nexon,2012,Diesel,Green,22.96
C27893,Kia,City,2024,Electric,Green,10.03
C27894,Honda,Innova,2017,Petrol,Green,13.3
C27895,Honda,XUV500,2012,CNG,Silver,12.55
C27896,Toyota,Seltos,2019,Petrol,Red,24.5
C27897,Hyundai,Seltos,2015,Diesel,Black,16.38
C27898,Volkswagen,Creta,2019,Petrol,Yellow,13.28
C27899,Renault,Ecosport,2019,Hybrid,Grey,22.63
C27900,Hyundai,Swift,2006,Hybrid,Red,24.8
C27901,Tata,Nexon,2012,Diesel,Yellow,13.19
C27902,Kia,Innova,2022,Hybrid,Silver,14.59
C27903,Toyota,Ecosport,2016,Hybrid,Blue,13.09
C27904,Toyota,Innova,2020,CNG,Black,20.32
C27905,Mahindra,Duster,2017,Electric,Red,16.56
C27906,Volkswagen,Innova,2006,Petrol,Silver,18.65
C27907,Tata,Polo,2013,Petrol,Black,14.37
C27908,Hyundai,Polo,2008,Electric,Yellow,22.03
C27909,Honda,Swift,2017,Hybrid,Silver,20.79
C27910,Maruti,Polo,2010,Electric,Blue,14.42
C27911,Kia,City,2006,Electric,Red,20.76
C27912,Toyota,Nexon,2012,Hybrid,Green,20.52
C27913,Kia,Duster,2016,Electric,White,21.72
C27914,Kia,Polo,2016,Electric,Grey,16.46
C27915,Tata,City,2005,Hybrid,Yellow,23.45
C27916,Mahindra,City,2022,Petrol,Red,12.97
C27917,Kia,Seltos,2015,Petrol,Black,14.37
C27918,Ford,City,2006,Electric,Grey,21.32
C27919,Maruti,Swift,2013,Diesel,White,21.58
C27920,Honda,Ecosport,2012,Electric,Black,24.29
C27921,Toyota,XUV500,2006,Diesel,Blue,10.39
C27922,Kia,Ecosport,2020,Diesel,Yellow,17.66
C27923,Kia,XUV500,2024,Petrol,Blue,23.17
C27924,Kia,Seltos,2009,Electric,Grey,22.47
C27925,Maruti,Seltos,2013,Electric,Green,23.61
C27926,Maruti,City,2020,Electric,Blue,15.3
C27927,Kia,Creta,2020,Diesel,Silver,23.16
C27928,Toyota,Swift,2022,Petrol,Red,12.19
C27929,Renault,Innova,2015,Diesel,Blue,16.81
C27930,Hyundai,Creta,2019,Hybrid,Silver,12.54
C27931,Toyota,Nexon,2021,Electric,Blue,11.08
C27932,Renault,Duster,2024,Electric,Grey,12.42
C27933,Kia,Seltos,2019,Diesel,Silver,11.87
C27934,Volkswagen,Ecosport,2010,Electric,Grey,17.77
C27935,Mahindra,Duster,2022,Electric,Yellow,24.51
C27936,Tata,Polo,2017,Petrol,Yellow,13.12
C27937,Hyundai,Ecosport,2015,CNG,Silver,12.26
C27938,Volkswagen,City,2024,Hybrid,Grey,13.55
C27939,Kia,Nexon,2010,Petrol,Grey,15.22
C27940,Volkswagen,Polo,2013,Hybrid,White,18.3
C27941,Hyundai,Creta,2009,Electric,Yellow,16.88
C27942,Volkswagen,Creta,2005,Diesel,Red,13.41
C27943,Tata,Polo,2005,Diesel,Black,14.2
C27944,Toyota,Duster,2005,Diesel,Red,11.27
C27945,Maruti,Seltos,2010,Hybrid,Grey,17.41
C27946,Kia,Ecosport,2006,CNG,Yellow,12.46
C27947,Tata,Innova,2012,Diesel,White,13.76
C27948,Kia,Polo,2009,Electric,Blue,15.17
C27949,Renault,Seltos,2011,Electric,Red,18.32
C27950,Hyundai,Polo,2018,Electric,Red,22.46
C27951,Toyota,City,2014,Petrol,Green,17.29
C27952,Renault,City,2024,CNG,Red,10.35
C27953,Toyota,Ecosport,2012,CNG,Yellow,24
C27954,Tata,Ecosport,2012,Diesel,Blue,12.53
C27955,Volkswagen,Ecosport,2012,Diesel,Green,20.18
C27956,Hyundai,Swift,2020,Hybrid,Yellow,23.71
C27957,Toyota,Seltos,2007,Petrol,Yellow,10.68
C27958,Ford,Polo,2018,Petrol,Blue,24.29
C27959,Renault,Innova,2007,Petrol,Yellow,19.23
C27960,Hyundai,Ecosport,2008,Petrol,Black,21.27
C27961,Tata,Swift,2015,Electric,Red,19.2
C27962,Mahindra,Polo,2020,Electric,Yellow,18.59
C27963,Kia,Swift,2012,Diesel,White,24.68
C27964,Hyundai,Duster,2019,Hybrid,Blue,11.86
C27965,Volkswagen,Polo,2018,Diesel,Blue,17.69
C27966,Mahindra,Creta,2015,CNG,White,16.67
C27967,Mahindra,XUV500,2013,Electric,Yellow,16.09
C27968,Volkswagen,Nexon,2009,Petrol,Red,12.99
C27969,Volkswagen,Polo,2010,Electric,Silver,19.27
C27970,Honda,Duster,2010,Diesel,White,15.21
C27971,Maruti,Innova,2010,Diesel,Yellow,10.53
C27972,Kia,Creta,2017,Petrol,Blue,18.2
C27973,Maruti,Ecosport,2017,Diesel,Grey,13.26
C27974,Kia,XUV500,2013,Petrol,Blue,14.97
C27975,Kia,Creta,2011,Hybrid,Red,20.4
C27976,Toyota,Ecosport,2016,Diesel,Yellow,13.76
C27977,Hyundai,Swift,2023,Petrol,Green,15.85
C27978,Hyundai,XUV500,2022,Diesel,Grey,21.22
C27979,Ford,Polo,2010,Electric,Black,10.5
C27980,Ford,Nexon,2007,Electric,Red,14.95
C27981,Renault,XUV500,2023,Electric,Red,19.61
C27982,Tata,Ecosport,2008,Hybrid,Blue,21
C27983,Maruti,Duster,2014,Electric,Blue,21.57
C27984,Hyundai,Ecosport,2017,Electric,Red,12.32
C27985,Ford,XUV500,2023,Diesel,Blue,14.84
C27986,Tata,Seltos,2005,CNG,Silver,14.04
C27987,Maruti,Innova,2021,Petrol,Grey,21.51
C27988,Ford,Ecosport,2014,Diesel,White,21.69
C27989,Renault,Ecosport,2015,Diesel,Green,14.9
C27990,Maruti,Ecosport,2006,Petrol,Grey,13.46
C27991,Honda,XUV500,2015,Hybrid,Yellow,20.5
C27992,Ford,Polo,2015,Hybrid,Yellow,11.61
C27993,Volkswagen,Seltos,2009,Petrol,Black,23.82
C27994,Ford,Creta,2012,Petrol,Silver,22.57
C27995,Mahindra,Duster,2022,Petrol,Red,15.31
C27996,Ford,Polo,2018,Petrol,Blue,12.99
C27997,Toyota,Polo,2013,Electric,Grey,14.52
C27998,Tata,Polo,2013,Electric,Red,21.66
C27999,Honda,Duster,2014,Hybrid,Black,13.62
C28000,Maruti,XUV500,2022,Hybrid,Yellow,11.34
C28001,Mahindra,Innova,2009,Petrol,Grey,20.79
C28002,Renault,XUV500,2006,Electric,Green,21.11
C28003,Honda,Creta,2024,Electric,Red,20.24
C28004,Maruti,Ecosport,2013,Petrol,White,17.39
C28005,Maruti,City,2017,Diesel,Red,21.48
C28006,Honda,Swift,2010,Diesel,Black,16.36
C28007,Kia,Ecosport,2011,Hybrid,Yellow,10.13
C28008,Renault,Creta,2008,Diesel,Blue,23.2
C28009,Renault,Seltos,2013,Electric,Blue,15.3
C28010,Tata,XUV500,2011,CNG,Yellow,12.44
C28011,Ford,Nexon,2005,Electric,Green,23.72
C28012,Ford,Seltos,2023,Hybrid,Blue,15.87
C28013,Ford,XUV500,2010,CNG,Black,13.93
C28014,Maruti,Innova,2017,Hybrid,Black,22.94
C28015,Renault,City,2016,CNG,White,13.07
C28016,Mahindra,Ecosport,2016,Hybrid,White,22.64
C28017,Honda,Ecosport,2013,Petrol,Green,15.72
C28018,Kia,Polo,2017,CNG,Grey,11.97
C28019,Tata,City,2023,CNG,Red,15.77
C28020,Maruti,City,2010,Hybrid,Grey,14.89
C28021,Maruti,Creta,2008,CNG,Black,13.41
C28022,Kia,Nexon,2015,CNG,Blue,20.18
C28023,Renault,City,2006,Diesel,Red,17.48
C28024,Ford,Innova,2021,CNG,Silver,18.06
C28025,Tata,Nexon,2008,CNG,Yellow,21.01
C28026,Renault,City,2018,Petrol,Red,11.28
C28027,Volkswagen,XUV500,2012,CNG,Yellow,12.4
C28028,Kia,Duster,2016,Electric,Green,24.95
C28029,Mahindra,Creta,2021,Hybrid,White,12.63
C28030,Volkswagen,Ecosport,2009,Petrol,White,23.76
C28031,Mahindra,Nexon,2010,Petrol,Silver,24.07
C28032,Volkswagen,Ecosport,2011,Petrol,Green,19.01
C28033,Hyundai,Polo,2016,Diesel,Grey,22.79
C28034,Mahindra,Creta,2021,Diesel,Blue,20.36
C28035,Tata,Innova,2015,Electric,Blue,18.89
C28036,Kia,Innova,2010,Petrol,Yellow,24.5
C28037,Honda,XUV500,2020,Hybrid,Black,17.4
C28038,Kia,Duster,2016,Petrol,White,23.88
C28039,Maruti,Duster,2020,Hybrid,Silver,23.29
C28040,Tata,City,2015,Diesel,Red,21.81
C28041,Tata,Polo,2006,CNG,White,22.96
C28042,Tata,Seltos,2016,Electric,Grey,16.31
C28043,Volkswagen,XUV500,2021,CNG,Black,21.19
C28044,Mahindra,City,2013,Hybrid,Black,20.2
C28045,Maruti,XUV500,2011,Petrol,Red,21.26
C28046,Ford,Seltos,2006,Petrol,Blue,14
C28047,Kia,Duster,2017,Diesel,Grey,14.66
C28048,Toyota,Polo,2009,Petrol,Grey,17.39
C28049,Renault,City,2020,Electric,Red,10.45
C28050,Toyota,XUV500,2008,Electric,Blue,10.51
C28051,Toyota,Nexon,2020,Electric,Red,10.61
C28052,Ford,Seltos,2007,CNG,Yellow,10.24
C28053,Volkswagen,Ecosport,2006,Diesel,Black,14.39
C28054,Mahindra,Duster,2015,Diesel,White,15.43
C28055,Tata,Duster,2023,CNG,Silver,23.61
C28056,Maruti,Swift,2019,Electric,Blue,14.98
C28057,Honda,Innova,2016,Hybrid,Black,23.12
C28058,Toyota,Innova,2011,Petrol,Yellow,20.36
C28059,Toyota,Innova,2017,Petrol,Black,20.46
C28060,Renault,Polo,2018,Petrol,Black,24.51
C28061,Hyundai,City,2008,Petrol,Red,16.08
C28062,Kia,City,2022,Diesel,Silver,24.64
C28063,Volkswagen,Seltos,2006,CNG,Black,19.2
C28064,Renault,Innova,2007,Electric,White,23.05
C28065,Honda,Seltos,2006,Hybrid,Blue,20.31
C28066,Kia,Polo,2014,Hybrid,Yellow,18.41
C28067,Kia,City,2014,Petrol,White,24.48
C28068,Honda,Innova,2005,Diesel,Black,11.54
C28069,Ford,Innova,2010,Petrol,White,13.9
C28070,Toyota,Seltos,2023,Diesel,Blue,23.63
C28071,Hyundai,Innova,2010,CNG,Blue,14.64
C28072,Tata,Seltos,2014,Diesel,Green,24.25
C28073,Maruti,Ecosport,2009,Petrol,Silver,12.16
C28074,Ford,Creta,2023,CNG,Silver,18.34
C28075,Toyota,Creta,2007,Electric,White,11.11
C28076,Tata,Nexon,2024,Electric,Blue,14.12
C28077,Ford,Duster,2009,Hybrid,Yellow,11.67
C28078,Volkswagen,Innova,2009,Hybrid,White,10.74
C28079,Kia,XUV500,2024,Hybrid,Silver,21.67
C28080,Tata,XUV500,2009,Diesel,Yellow,16.47
C28081,Volkswagen,Polo,2018,Hybrid,Red,23.21
C28082,Volkswagen,Innova,2017,Diesel,Black,13.65
C28083,Maruti,Ecosport,2020,Hybrid,Red,18.86
C28084,Tata,Innova,2017,Diesel,Green,23.87
C28085,Ford,Swift,2017,CNG,Red,15.19
C28086,Toyota,City,2015,Petrol,Grey,24.57
C28087,Tata,XUV500,2013,Hybrid,White,12.8
C28088,Hyundai,Creta,2005,Electric,Green,13.7
C28089,Renault,Ecosport,2013,Petrol,Green,17.21
C28090,Hyundai,Swift,2017,Petrol,Silver,13.06
C28091,Toyota,Creta,2005,Diesel,Black,23.61
C28092,Honda,Creta,2022,Hybrid,Silver,17.19
C28093,Tata,Innova,2019,Hybrid,Red,23.33
C28094,Renault,Swift,2013,Diesel,Silver,11.74
C28095,Toyota,Polo,2021,Electric,Blue,23.54
C28096,Hyundai,Duster,2015,Electric,Black,23.91
C28097,Honda,Swift,2013,Diesel,Silver,20.58
C28098,Volkswagen,XUV500,2023,Electric,White,16.02
C28099,Honda,Swift,2015,Hybrid,Black,17.03
C28100,Renault,Innova,2008,Diesel,Blue,19.45
C28101,Mahindra,Polo,2013,CNG,Red,15.96
C28102,Honda,Polo,2007,Diesel,Silver,19.39
C28103,Volkswagen,Creta,2016,Diesel,Yellow,14.11
C28104,Tata,Swift,2007,Hybrid,Grey,11.09
C28105,Maruti,XUV500,2008,Diesel,Red,14.83
C28106,Honda,Seltos,2019,Electric,White,11.91
C28107,Tata,Nexon,2015,Hybrid,Grey,18.47
C28108,Tata,Seltos,2017,Petrol,Silver,11.28
C28109,Renault,City,2021,CNG,Blue,14.88
C28110,Mahindra,Ecosport,2006,Petrol,Black,22.62
C28111,Hyundai,Creta,2011,Hybrid,Red,17.84
C28112,Maruti,Innova,2024,Diesel,Green,20.81
C28113,Maruti,Swift,2023,Hybrid,Green,22.9
C28114,Maruti,Swift,2007,Hybrid,Grey,23.16
C28115,Honda,City,2005,Petrol,Red,22.01
C28116,Mahindra,Swift,2005,Electric,Grey,15.51
C28117,Mahindra,Swift,2013,Petrol,White,19.78
C28118,Hyundai,Polo,2024,Electric,Black,19.2
C28119,Ford,Creta,2019,Diesel,White,15.97
C28120,Maruti,Swift,2021,CNG,Black,18.19
C28121,Maruti,Nexon,2023,Hybrid,Green,10.46
C28122,Tata,Ecosport,2005,Diesel,Black,21.07
C28123,Toyota,Innova,2005,Electric,Blue,14.63
C28124,Maruti,Duster,2019,Electric,Green,23.72
C28125,Maruti,Ecosport,2021,CNG,Green,18.62
C28126,Volkswagen,Creta,2021,CNG,Black,15.03
C28127,Tata,Polo,2021,Petrol,Green,10.09
C28128,Volkswagen,Nexon,2019,Diesel,Yellow,14.58
C28129,Kia,Creta,2008,Hybrid,Black,17.5
C28130,Honda,XUV500,2023,Hybrid,Yellow,17.6
C28131,Kia,Creta,2006,Hybrid,Black,11.11
C28132,Volkswagen,XUV500,2015,Electric,Silver,23.66
C28133,Mahindra,Innova,2019,Petrol,Grey,14.75
C28134,Hyundai,XUV500,2005,Diesel,Yellow,10.6
C28135,Tata,Innova,2024,Petrol,White,24.02
C28136,Volkswagen,Nexon,2012,Electric,Yellow,22.65
C28137,Renault,XUV500,2009,CNG,Yellow,22.11
C28138,Tata,Polo,2012,CNG,Green,14.99
C28139,Mahindra,Polo,2015,Electric,Silver,16.16
C28140,Renault,Creta,2023,Hybrid,Black,12.69
C28141,Ford,Nexon,2007,Diesel,Yellow,24.75
C28142,Hyundai,Creta,2019,Electric,Green,18.97
C28143,Toyota,Swift,2010,Electric,Black,16.06
C28144,Ford,Seltos,2018,Hybrid,Green,23.84
C28145,Volkswagen,Ecosport,2005,Petrol,Grey,10.13
C28146,Renault,XUV500,2007,Electric,Green,16.64
C28147,Ford,Seltos,2009,Electric,Yellow,13.58
C28148,Renault,Swift,2015,Diesel,White,12.79
C28149,Renault,Seltos,2009,Diesel,Green,24.52
C28150,Volkswagen,Ecosport,2015,Hybrid,Silver,19.61
C28151,Tata,Ecosport,2008,Electric,Silver,12.04
C28152,Honda,City,2018,Petrol,Blue,13.68
C28153,Renault,City,2020,Electric,Silver,20.01
C28154,Volkswagen,City,2005,Diesel,Black,11.39
C28155,Honda,Ecosport,2015,Petrol,Green,19.34
C28156,Mahindra,Polo,2012,Diesel,White,10.54
C28157,Toyota,Duster,2006,Diesel,White,11.29
C28158,Kia,Polo,2019,Electric,Green,16.82
C28159,Maruti,Ecosport,2007,CNG,Red,11.1
C28160,Tata,Swift,2023,CNG,Black,23.53
C28161,Mahindra,Swift,2014,CNG,White,21.79
C28162,Volkswagen,Innova,2016,Diesel,Grey,14.25
C28163,Kia,Seltos,2006,Diesel,Black,18.68
C28164,Honda,Innova,2012,Petrol,Red,23.62
C28165,Volkswagen,Creta,2024,Petrol,Grey,24.9
C28166,Ford,Creta,2017,Hybrid,Blue,23.98
C28167,Toyota,Seltos,2014,Diesel,Blue,17.14
C28168,Mahindra,XUV500,2014,Diesel,Yellow,23.38
C28169,Ford,City,2024,Hybrid,Grey,11.49
C28170,Mahindra,Polo,2010,CNG,Black,12.31
C28171,Volkswagen,Innova,2010,Hybrid,Green,22.73
C28172,Hyundai,Duster,2009,Electric,Red,20.31
C28173,Tata,Ecosport,2016,Diesel,Blue,17.17
C28174,Hyundai,Seltos,2009,CNG,Blue,19.17
C28175,Kia,City,2019,Electric,Green,23.87
C28176,Renault,Nexon,2012,Petrol,Silver,17.81
C28177,Honda,Duster,2020,Electric,Black,10.44
C28178,Mahindra,Nexon,2014,CNG,Grey,10.69
C28179,Hyundai,Innova,2008,Diesel,Green,15.08
C28180,Honda,Innova,2006,CNG,White,21.59
C28181,Tata,Duster,2017,Diesel,Grey,22.65
C28182,Honda,Ecosport,2014,Diesel,Silver,21.48
C28183,Ford,Polo,2010,Diesel,Blue,17.72
C28184,Renault,Swift,2005,Diesel,Blue,20.47
C28185,Volkswagen,Swift,2019,Diesel,Green,16.82
C28186,Mahindra,Seltos,2016,Petrol,Blue,19.37
C28187,Toyota,Innova,2013,Electric,Red,14.52
C28188,Renault,City,2012,CNG,Black,20.56
C28189,Volkswagen,Creta,2010,CNG,Yellow,24.29
C28190,Volkswagen,XUV500,2018,CNG,Green,15.73
C28191,Volkswagen,Swift,2017,CNG,Grey,17.07
C28192,Tata,Polo,2011,Petrol,Green,11.6
C28193,Kia,Seltos,2024,Petrol,Yellow,23.26
C28194,Volkswagen,Ecosport,2019,Diesel,Green,13.72
C28195,Maruti,Ecosport,2010,Hybrid,Black,10.37
C28196,Maruti,Seltos,2016,Petrol,Black,11.03
C28197,Mahindra,XUV500,2019,CNG,Green,18.37
C28198,Mahindra,Seltos,2012,Diesel,Green,14.51
C28199,Kia,Nexon,2018,Hybrid,Silver,22.94
C28200,Tata,Swift,2006,Electric,Red,14.51
C28201,Mahindra,Ecosport,2017,Diesel,Silver,20.96
C28202,Mahindra,Seltos,2014,Hybrid,Green,13.5
C28203,Toyota,XUV500,2007,Hybrid,Grey,10.45
C28204,Honda,Ecosport,2014,Electric,Blue,17.84
C28205,Renault,Polo,2010,Hybrid,Silver,19.71
C28206,Volkswagen,Swift,2019,CNG,Yellow,21.98
C28207,Tata,Nexon,2006,Hybrid,Black,20.21
C28208,Renault,Duster,2024,Petrol,Yellow,23.68
C28209,Mahindra,Duster,2015,Hybrid,Silver,17.71
C28210,Volkswagen,Creta,2006,Electric,Black,23.99
C28211,Volkswagen,Swift,2023,CNG,Blue,21.9
C28212,Maruti,Polo,2014,Hybrid,Green,11.52
C28213,Honda,Duster,2005,Electric,White,14.38
C28214,Tata,Polo,2022,Diesel,Green,16.48
C28215,Kia,Polo,2021,Hybrid,Black,14.91
C28216,Mahindra,Duster,2006,Electric,Black,20.23
C28217,Honda,Creta,2022,Petrol,Red,23.71
C28218,Toyota,Seltos,2023,Diesel,Black,22.53
C28219,Toyota,Swift,2008,CNG,Red,19.67
C28220,Maruti,Seltos,2006,Hybrid,Yellow,23.23
C28221,Tata,Ecosport,2011,CNG,Green,15.43
C28222,Toyota,XUV500,2020,CNG,Yellow,14.31
C28223,Hyundai,XUV500,2023,CNG,Grey,14.47
C28224,Ford,Duster,2006,Hybrid,Red,16.21
C28225,Renault,Creta,2010,Diesel,Silver,20.99
C28226,Toyota,Ecosport,2020,Petrol,Yellow,24.51
C28227,Volkswagen,Seltos,2023,Petrol,Blue,17.3
C28228,Renault,Innova,2014,Petrol,Yellow,12.66
C28229,Mahindra,Swift,2006,Petrol,Grey,16.45
C28230,Hyundai,Seltos,2009,Petrol,Yellow,14.81
C28231,Maruti,Innova,2023,CNG,Green,20.65
C28232,Toyota,Ecosport,2024,Petrol,White,18.28
C28233,Honda,Seltos,2011,CNG,Black,23.79
C28234,Honda,Seltos,2018,CNG,Blue,16.27
C28235,Maruti,Polo,2022,Diesel,Red,23.53
C28236,Ford,Polo,2017,Petrol,Silver,23.49
C28237,Mahindra,Ecosport,2009,Hybrid,Grey,13.03
C28238,Volkswagen,XUV500,2009,Diesel,Grey,12.54
C28239,Hyundai,Nexon,2021,Electric,Green,21.07
C28240,Kia,Seltos,2009,Diesel,White,10.94
C28241,Kia,Nexon,2015,Petrol,Black,20.21
C28242,Volkswagen,Nexon,2021,CNG,Yellow,18.89
C28243,Maruti,City,2010,Electric,Red,23.53
C28244,Honda,Swift,2012,Electric,Yellow,15.74
C28245,Hyundai,City,2013,Petrol,Red,18.44
C28246,Hyundai,Seltos,2020,Diesel,Blue,21.46
C28247,Mahindra,Polo,2024,Petrol,Grey,14.55
C28248,Kia,Seltos,2012,Hybrid,Yellow,17.37
C28249,Kia,Polo,2019,CNG,White,14.7
C28250,Maruti,Seltos,2009,Electric,Green,19.39
C28251,Tata,Seltos,2016,Petrol,White,14.02
C28252,Renault,Seltos,2018,Diesel,Yellow,15.8
C28253,Mahindra,Innova,2007,CNG,White,21.2
C28254,Mahindra,Creta,2008,Electric,Black,14.68
C28255,Kia,Innova,2016,CNG,Blue,11.4
C28256,Ford,Creta,2014,Hybrid,White,20.76
C28257,Mahindra,XUV500,2018,Petrol,Black,15.87
C28258,Hyundai,Polo,2019,Petrol,Grey,17.85
C28259,Volkswagen,Nexon,2008,Petrol,Green,20.98
C28260,Maruti,City,2011,Petrol,Green,21.51
C28261,Honda,Creta,2008,Petrol,Red,17.68
C28262,Volkswagen,City,2009,CNG,Red,14.11
C28263,Ford,Seltos,2021,Diesel,Black,10.74
C28264,Renault,XUV500,2008,Hybrid,Green,24.7
C28265,Maruti,City,2009,Electric,Red,19.69
C28266,Honda,Creta,2019,CNG,Red,19.81
C28267,Kia,Seltos,2007,Electric,Silver,21.49
C28268,Ford,Swift,2011,Diesel,Blue,18.9
C28269,Kia,XUV500,2006,Hybrid,Green,13.3
C28270,Tata,XUV500,2007,Petrol,Blue,22.29
C28271,Maruti,Ecosport,2005,Diesel,Red,24.56
C28272,Tata,XUV500,2019,CNG,Blue,21.91
C28273,Honda,Nexon,2014,Electric,Silver,13
C28274,Volkswagen,Duster,2010,Diesel,Black,17.81
C28275,Toyota,Innova,2021,Hybrid,Silver,10.64
C28276,Mahindra,XUV500,2006,Electric,White,23.57
C28277,Hyundai,Innova,2021,Electric,White,18.37
C28278,Mahindra,Ecosport,2023,Hybrid,Red,20.3
C28279,Hyundai,Polo,2020,Electric,Silver,15.48
C28280,Ford,Creta,2005,Petrol,Silver,17.31
C28281,Hyundai,City,2006,Hybrid,Yellow,20.21
C28282,Maruti,City,2020,CNG,Grey,14.45
C28283,Renault,Innova,2024,Petrol,Silver,16.72
C28284,Kia,City,2013,Electric,Yellow,21.32
C28285,Mahindra,Seltos,2007,Petrol,Silver,17.4
C28286,Renault,City,2023,Diesel,Silver,18.27
C28287,Maruti,City,2012,CNG,White,14.3
C28288,Hyundai,City,2008,Diesel,Silver,23.05
C28289,Toyota,Ecosport,2016,Petrol,Red,15.92
C28290,Kia,Creta,2005,Petrol,Green,14.34
C28291,Hyundai,Ecosport,2012,Electric,Green,11.15
C28292,Renault,XUV500,2017,CNG,Blue,24.19
C28293,Ford,Ecosport,2024,Petrol,Green,14.34
C28294,Hyundai,Innova,2012,Hybrid,Blue,22.08
C28295,Tata,Swift,2017,Hybrid,Red,18.04
C28296,Tata,Ecosport,2017,Petrol,Grey,15.73
C28297,Toyota,Duster,2005,Petrol,Black,18.8
C28298,Maruti,Polo,2019,CNG,Yellow,17.86
C28299,Honda,Polo,2024,Diesel,Blue,13.38
C28300,Renault,Polo,2011,Hybrid,Black,23.43
C28301,Maruti,Innova,2018,CNG,Yellow,11.83
C28302,Mahindra,Polo,2013,Hybrid,Grey,24.81
C28303,Mahindra,XUV500,2022,Diesel,White,18.87
C28304,Toyota,Polo,2014,Diesel,Grey,20.36
C28305,Kia,Creta,2022,CNG,Grey,11.52
C28306,Toyota,Innova,2019,Electric,Grey,13.3
C28307,Renault,Ecosport,2018,Petrol,Grey,12.81
C28308,Honda,Swift,2023,Electric,Blue,17.65
C28309,Volkswagen,Innova,2014,CNG,Green,24.31
C28310,Hyundai,Seltos,2007,Hybrid,Green,20.47
C28311,Kia,Swift,2018,Hybrid,Yellow,10.99
C28312,Volkswagen,Swift,2005,Hybrid,Silver,11.96
C28313,Mahindra,City,2006,Electric,Green,18.8
C28314,Maruti,Ecosport,2015,Hybrid,Grey,13.76
C28315,Honda,Seltos,2023,Petrol,Green,22.14
C28316,Mahindra,Nexon,2006,Electric,Black,17.14
C28317,Toyota,Duster,2017,Petrol,Silver,23.04
C28318,Honda,Creta,2021,Electric,Blue,23.75
C28319,Mahindra,Ecosport,2024,Electric,Grey,22.37
C28320,Mahindra,Duster,2009,Hybrid,Yellow,22.56
C28321,Hyundai,Ecosport,2024,Hybrid,White,18.87
C28322,Mahindra,City,2017,Hybrid,White,14.79
C28323,Kia,City,2024,CNG,Green,10.39
C28324,Volkswagen,Innova,2021,Hybrid,Yellow,19.45
C28325,Volkswagen,Swift,2009,Petrol,Black,23.74
C28326,Kia,Nexon,2014,CNG,Yellow,13.45
C28327,Toyota,Creta,2012,Electric,Yellow,18.12
C28328,Tata,Nexon,2007,Diesel,Black,16.88
C28329,Kia,Seltos,2009,Diesel,Silver,14.06
C28330,Kia,Nexon,2021,CNG,Grey,12.53
C28331,Renault,XUV500,2023,Diesel,Blue,10.39
C28332,Toyota,XUV500,2022,CNG,White,20.95
C28333,Ford,Seltos,2020,CNG,Grey,15.28
C28334,Ford,Innova,2012,Electric,Red,14.7
C28335,Hyundai,XUV500,2018,Diesel,Silver,18.5
C28336,Tata,Innova,2009,Hybrid,Grey,23.28
C28337,Honda,Seltos,2016,Petrol,Blue,10.88
C28338,Hyundai,Duster,2012,Hybrid,Yellow,11.76
C28339,Renault,XUV500,2010,Diesel,Red,13.84
C28340,Mahindra,Seltos,2009,CNG,Red,12.85
C28341,Mahindra,Innova,2019,Diesel,Grey,16.53
C28342,Mahindra,City,2015,Diesel,Silver,12.97
C28343,Mahindra,Swift,2017,Electric,Black,12.95
C28344,Maruti,Innova,2012,Hybrid,Black,18.9
C28345,Tata,Ecosport,2016,Diesel,Red,24.14
C28346,Honda,Ecosport,2019,Electric,Blue,24.47
C28347,Toyota,Innova,2018,CNG,Yellow,18.82
